wt, i_1, i_1_fundamental, i_1_harmonic
4.953040228222347352e+00,-2.747851232081264250e-01,-2.478108518371031632e-01,-2.697427137102326178e-02
4.970542137155995022e+00,-2.807414057670419294e-01,-2.493684970954067326e-01,-3.137290867163519681e-02
4.988044046089643579e+00,-2.865748532144540284e-01,-2.508497585394229845e-01,-3.572509467503104386e-02
5.005545955023291249e+00,-2.922773427985365657e-01,-2.522541824454441750e-01,-4.002316035309239073e-02
5.023047863956938919e+00,-2.978407918810385691e-01,-2.535813386257920188e-01,-4.425945325524655027e-02
5.040549772890586588e+00,-3.032571604130642196e-01,-2.548308205605877563e-01,-4.842633985247646322e-02
5.058051681824234258e+00,-3.085184533978140298e-01,-2.560022455222728532e-01,-5.251620787554117653e-02
5.075553590757882816e+00,-3.136167233395228959e-01,-2.570952546928420013e-01,-5.652146864668089465e-02
5.093055499691530486e+00,-3.185440726778531739e-01,-2.581095132737522002e-01,-6.043455940410097371e-02
5.110557408625178155e+00,-3.232926562069828313e-01,-2.590447105884745027e-01,-6.424794561850832864e-02
5.128059317558825825e+00,-3.278546834786674746e-01,-2.599005601776572805e-01,-6.795412330101019416e-02
5.145561226492474383e+00,-3.322224211885227985e-01,-2.606767998868711467e-01,-7.154562130165165179e-02
5.163063135426122052e+00,-3.363881955448026484e-01,-2.613731919469090559e-01,-7.501500359789359251e-02
5.180565044359769722e+00,-3.403443946189565472e-01,-2.619895230466174341e-01,-7.835487157233911315e-02
5.198066953293417392e+00,-3.440834706772272766e-01,-2.625256043982351906e-01,-8.155786627899208607e-02
5.215568862227065949e+00,-3.475979424925899619e-01,-2.629812717952210721e-01,-8.461667069736888980e-02
5.233070771160713619e+00,-3.508803976363227273e-01,-2.633563856625516508e-01,-8.752401197377107644e-02
5.250572680094361289e+00,-3.539234947484955485e-01,-2.636508310994744031e-01,-9.027266364902114537e-02
5.268074589028008958e+00,-3.567199657866972906e-01,-2.638645179147026676e-01,-9.285544787199462302e-02
5.285576497961656628e+00,-3.592626182523024903e-01,-2.639973806540424350e-01,-9.526523759826005522e-02
5.303078406895305186e+00,-3.615443373935995353e-01,-2.640493786204413107e-01,-9.749495877315822456e-02
5.320580315828952855e+00,-3.635580883850980660e-01,-2.640204958864543205e-01,-9.953759249864374548e-02
5.338082224762600525e+00,-3.652969184823658955e-01,-2.639107412991226198e-01,-1.013861771832432757e-01
5.355584133696248195e+00,-3.667539591517142150e-01,-2.637201484772639937e-01,-1.030338106744502213e-01
5.373086042629896752e+00,-3.679224281740891556e-01,-2.634487758011743730e-01,-1.044736523729147826e-01
5.390587951563544422e+00,-3.687956317225326575e-01,-2.630967063947462492e-01,-1.056989253277864083e-01
5.408089860497192092e+00,-3.693669664125546759e-01,-2.626640481000063199e-01,-1.067029183125483560e-01
5.425591769430839761e+00,-3.696299213248127602e-01,-2.621509334440831340e-01,-1.074789878807296262e-01
5.443093678364487431e+00,-3.695780799994655141e-01,-2.615575195986122869e-01,-1.080205604008532272e-01
5.460595587298135989e+00,-3.692051224015927002e-01,-2.608839883315937080e-01,-1.083211340699989922e-01
5.478097496231783659e+00,-3.685048268570743080e-01,-2.601305459517145868e-01,-1.083742809053597211e-01
5.495599405165431328e+00,-3.674710719583510476e-01,-2.592974232451545902e-01,-1.081736487131964575e-01
5.513101314099078998e+00,-3.660978384394633633e-01,-2.583848754048946317e-01,-1.077129630345687317e-01
5.530603223032727556e+00,-3.643792110198066370e-01,-2.573931819525485110e-01,-1.069860290672581260e-01
5.548105131966375225e+00,-3.623093802160387011e-01,-2.563226466527432912e-01,-1.059867335632954100e-01
5.565607040900022895e+00,-3.598826441215698946e-01,-2.551735974200731172e-01,-1.047090467014967774e-01
5.583108949833670565e+00,-3.570934101531146321e-01,-2.539463862186562282e-01,-1.031470239344584039e-01
5.600610858767318234e+00,-3.539361967637465467e-01,-2.526413889543250857e-01,-1.012948078094214610e-01
5.618112767700966792e+00,-3.504056351219478893e-01,-2.512590053594830897e-01,-9.914662976246479964e-02
5.635614676634614462e+00,-3.464964707561273838e-01,-2.497996588706631327e-01,-9.669681188546425110e-02
5.653116585568262131e+00,-3.422035651641169296e-01,-2.482637964988246848e-01,-9.393976866529224479e-02
5.670618494501909801e+00,-3.375218973871371708e-01,-2.466518886924307652e-01,-9.087000869470640563e-02
5.688120403435558359e+00,-3.324465655477635284e-01,-2.449644291933452123e-01,-8.748213635441831615e-02
5.705622312369206028e+00,-3.269727883514189637e-01,-2.432019348855951058e-01,-8.377085346582385794e-02
5.723124221302853698e+00,-3.210959065509203514e-01,-2.413649456370444701e-01,-7.973096091387588125e-02
5.740626130236501368e+00,-3.148113843736525808e-01,-2.394540241340279152e-01,-7.535736023962466557e-02
5.758128039170149925e+00,-3.081148109109173583e-01,-2.374697557089947564e-01,-7.064505520192260191e-02
5.775629948103797595e+00,-3.010019014690286654e-01,-2.354127481612167117e-01,-6.558915330781195374e-02
5.793131857037445265e+00,-2.934684988817606310e-01,-2.332836315706129371e-01,-6.018486731114769395e-02
5.810633765971092934e+00,-2.855105747837192731e-01,-2.310830581047513266e-01,-5.442751667896794654e-02
5.828135674904740604e+00,-2.771242308442692370e-01,-2.288117018190835017e-01,-4.831252902518573533e-02
5.845637583838389162e+00,-2.683056999616256211e-01,-2.264702584504755811e-01,-4.183544151115003995e-02
5.863139492772036832e+00,-2.590513474167570052e-01,-2.240594452040981788e-01,-3.499190221265882639e-02
5.880641401705684501e+00,-2.493576719867248159e-01,-2.215800005337391354e-01,-2.777767145298568052e-02
5.898143310639332171e+00,-2.392213070171426148e-01,-2.190326839156091498e-01,-2.018862310153346495e-02
5.915645219572980729e+00,-2.286390214534153309e-01,-2.164182756157070342e-01,-1.222074583770829670e-02
5.933147128506628398e+00,-2.176077208304347532e-01,-2.137375764508178122e-01,-3.870144379616941022e-03
5.950649037440276068e+00,-2.061244482204479811e-01,-2.109914075432143266e-01,4.866959322766345464e-03
5.968150946373923738e+00,-1.941863851387868600e-01,-2.081806100691409867e-01,1.399422493035412662e-02
5.985652855307571407e+00,-1.817908524071971677e-01,-2.053060450011534588e-01,2.351519259395629113e-02
6.003154764241219965e+00,-1.689353109744924919e-01,-2.023685928443950954e-01,3.343328186990260353e-02
6.020656673174867635e+00,-1.556173626942952970e-01,-1.993691533668907334e-01,4.375179067259543642e-02
6.038158582108515304e+00,-1.418347510596010275e-01,-1.963086453239388796e-01,5.447389426433785209e-02
6.055660491042162974e+00,-1.275853618939727374e-01,-1.931880061766892143e-01,6.560264428271647685e-02
6.073162399975811532e+00,-1.128672239991313359e-01,-1.900081918049894292e-01,7.714096780585809332e-02
6.090664308909459201e+00,-9.767850975875008723e-02,-1.867701762145914934e-01,8.909166645584140620e-02
6.108166217843106871e+00,-8.201753569827156809e-02,-1.834749512388037518e-01,1.014574155405321837e-01
6.125668126776754541e+00,-6.588276300057019363e-02,-1.801235262346842225e-01,1.142407632341140289e-01
6.143170035710403099e+00,-4.927279797730375194e-02,-1.767169277738650512e-01,1.274441297965613062e-01
6.160671944644050768e+00,-3.218639249582055245e-02,-1.732561993281050705e-01,1.410698068322845111e-01
6.178173853577698438e+00,-1.462244436146184490e-02,-1.697424009496640851e-01,1.551199565882022402e-01
6.195675762511346107e+00,0.000000000000000000e+00,-1.661766089465998297e-01,1.661766089465998297e-01
6.213177671444993777e+00,0.000000000000000000e+00,-1.625599155530851603e-01,1.625599155530851603e-01
6.230679580378642335e+00,0.000000000000000000e+00,-1.588934285948465086e-01,1.588934285948465086e-01
6.248181489312290005e+00,0.000000000000000000e+00,-1.551782711498279066e-01,1.551782711498279066e-01
6.265683398245937674e+00,0.000000000000000000e+00,-1.514155812041806104e-01,1.514155812041806104e-01
6.283185307179586232e+00,0.000000000000000000e+00,-1.476065113036886256e-01,1.476065113036886256e-01
