wt, s1, s2, s, d, c, e
5.138902834494915695e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.104134957440237486e-01,2.847284728472843085e-01,-1.142230461414162589e-02
5.174092191150786668e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.952950610046473967e-01,6.070607060706123548e-02,-5.979801283457714632e-03
5.208653166437803073e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.793674784397287336e-01,-1.593159315931629294e-01,2.200859035495658330e-04
5.243214141724819477e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.623896302539205694e-01,-3.793379337933799889e-01,7.325487622242518246e-03
5.277775117011835881e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.443817938064650530e-01,-5.993599359935970483e-01,1.539360640880138575e-02
5.312964473667706855e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.250105303043833160e-01,-8.233823382338201213e-01,2.465548445555555343e-02
5.313592855036562312e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-8.246552582275531451e-01,-8.273827382738261349e-01,2.383082919732799898e-02
5.340613253897320334e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-8.090723937762558382e-01,-9.993999399939994532e-01,-1.128865996675151515e-02
5.373289085077772143e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-7.894400421947431745e-01,-7.925792579257944226e-01,-5.284386410655751015e-02
5.373917466446626712e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-7.890541684824331492e-01,-7.885788578857884090e-01,-5.263291827503994991e-02
5.429215026905853669e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-7.538947950654745211e-01,-4.365436543654297452e-01,-3.252239559662608442e-02
5.485140968733934308e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-7.159921974379552800e-01,-8.050805080507927869e-02,-8.930467269019993007e-03
5.541066910562015835e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-6.758507667870190527e-01,2.755275527552782933e-01,1.813644510345505806e-02
5.596992852390096473e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-6.335960211851685564e-01,6.315631563156287598e-01,4.887199983484050159e-02
5.597621233758951931e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-6.331097400425443888e-01,6.355635563556347734e-01,4.823889009479796069e-02
5.654803938324742596e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-5.878360882526010300e-01,9.995999599960043724e-01,-7.306648951509019801e-03
5.691878439087178165e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-5.574464773582739063e-01,7.643764376437616193e-01,-4.108115919004402816e-02
5.728952939849613735e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-5.262907336698782190e-01,5.283528352835276110e-01,-7.303949046986588090e-02
5.729581321218469192e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-5.257563141743982760e-01,5.243524352435215974e-01,-7.256524678404027706e-02
5.765399059243194735e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.949577853837366925e-01,2.963296329632996162e-01,-4.464330882490297886e-02
5.801845178636775735e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.629674477341991223e-01,6.430643064306451606e-02,-1.441021995210781115e-02
5.837662916661502166e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.309293367983650369e-01,-1.637163716371645705e-01,1.712701760817853316e-02
5.874109036055083166e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-3.977619870568640525e-01,-3.957395739573996707e-01,5.110889314193068494e-02
5.874737417423937735e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.971853757975074006e-01,-3.997399739973985788e-01,5.071170776613317943e-02
5.921866020088050853e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.535086429455497892e-01,-6.997699769977003825e-01,2.257730966616978627e-02
5.968994622752164858e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.090468755321961747e-01,-9.997999799980021862e-01,-2.250890364181163707e-03
6.032461141006503880e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.481055479223043814e-01,-5.961596159615965007e-01,-3.036606434553735731e-02
6.096556040629697470e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.855477538294935391e-01,-1.881188118811891741e-01,-5.245867766239791646e-02
6.097184421998552928e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.849302475547824343e-01,-1.841184118411831605e-01,-5.164360790995269762e-02
6.146826550138085210e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.359365805125755389e-01,1.319131913191355920e-01,1.470404618653668033e-02
6.147454931506940667e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-1.353140052708005359e-01,1.359135913591416056e-01,1.456873218126588168e-02
6.215320119343263450e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-6.781310556636360731e-02,5.679567956795708028e-01,3.629407140596387690e-03
6.283185307179586232e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-2.449293598294706414e-16,1.000000000000000000e+00,-5.371799734724904569e-17
